isi,prime,target,condition,meanRT
50,quench,know,unrel_strong,557.5
1050,quench,know,unrel_strong,606.5
50,wool,know,unrel_weak,582.0
1050,wool,know,unrel_weak,517.0
50,frill,lace,strong,554.8
1050,frill,lace,strong,624.3
50,shoe,lace,weak,520.8
1050,shoe,lace,weak,562.8
50,fight,lace,unrel_strong,504.7
1050,fight,lace,unrel_strong,594.9
50,spine,lace,unrel_weak,572.0
1050,spine,lace,unrel_weak,480.8
50,rung,ladder,strong,515.6
1050,rung,ladder,strong,561.8
50,rope,ladder,weak,485.8
1050,rope,ladder,weak,553.7
50,denial,ladder,unrel_strong,516.3
1050,denial,ladder,unrel_strong,525.2
50,rider,ladder,unrel_weak,557.4
1050,rider,ladder,unrel_weak,550.6
50,pond,lake,strong,545.0
1050,pond,lake,strong,527.8
50,otter,lake,weak,590.0
1050,otter,lake,weak,500.8
50,mall,lake,unrel_strong,505.3
1050,mall,lake,unrel_strong,506.7
50,cool,lake,unrel_weak,551.0
1050,cool,lake,unrel_weak,514.5
50,mutton,lamb,strong,563.5
1050,mutton,lamb,strong,469.9
50,ewe,lamb,weak,600.7
1050,ewe,lamb,weak,507.0
50,corporation,lamb,unrel_strong,486.1
1050,corporation,lamb,unrel_strong,630.8
50,dictator,lamb,unrel_weak,584.7
1050,dictator,lamb,unrel_weak,546.9
50,acre,land,strong,511.1
1050,acre,land,strong,539.3
50,geology,land,weak,544.1
1050,geology,land,weak,508.6
50,copper,land,unrel_strong,564.3
1050,copper,land,unrel_strong,530.2
50,haircut,land,unrel_weak,571.0
1050,haircut,land,unrel_weak,597.0
50,vast,large,strong,515.3
1050,vast,large,strong,539.5
50,vocabulary,large,weak,544.0
1050,vocabulary,large,weak,526.5
50,master,large,unrel_strong,649.9
1050,master,large,unrel_strong,595.4
50,decompose,large,unrel_weak,534.9
1050,decompose,large,unrel_weak,519.4
50,first,last,strong,531.3
1050,first,last,strong,454.1
50,final,last,weak,592.3
1050,final,last,weak,515.6
50,transplant,last,unrel_strong,527.3
1050,transplant,last,unrel_strong,539.9
50,inferno,last,unrel_weak,541.0
1050,inferno,last,unrel_weak,550.2
50,tardy,late,strong,520.9
1050,tardy,late,strong,499.8
50,soon,late,weak,546.9
1050,soon,late,weak,505.8
50,mark,late,unrel_strong,561.5
1050,mark,late,unrel_strong,590.3
50,junior,late,unrel_weak,567.2
1050,junior,late,unrel_weak,523.1
50,now,later,strong,531.7
1050,now,later,strong,506.5
50,immediate,later,weak,543.1
1050,immediate,later,weak,622.7
50,disallow,later,unrel_strong,595.9
1050,disallow,later,unrel_strong,566.0
50,page,later,unrel_weak,511.0
1050,page,later,unrel_weak,561.6
50,giggle,laugh,strong,539.1
1050,giggle,laugh,strong,465.2
50,joker,laugh,weak,533.0
1050,joker,laugh,weak,499.4
50,night,laugh,unrel_strong,571.0
1050,night,laugh,unrel_strong,529.4
50,vocabulary,laugh,unrel_weak,555.3
1050,vocabulary,laugh,unrel_weak,494.0
50,mow,lawn,strong,546.2
1050,mow,lawn,strong,546.4
50,grass,lawn,weak,579.0
1050,grass,lawn,weak,526.8
50,mary,lawn,unrel_strong,543.6
1050,mary,lawn,unrel_strong,542.6
50,lawsuit,lawn,unrel_weak,566.5
1050,lawsuit,lawn,unrel_weak,547.2
50,libel,lawsuit,strong,628.9
1050,libel,lawsuit,strong,566.2
50,lawyer,lawsuit,weak,597.1
1050,lawyer,lawsuit,weak,571.2
50,stock,lawsuit,unrel_strong,563.9
1050,stock,lawsuit,unrel_strong,524.8
50,brick,lawsuit,unrel_weak,572.3
1050,brick,lawsuit,unrel_weak,574.5
50,ozone,layer,strong,546.8
1050,ozone,layer,strong,483.1
50,brick,layer,weak,575.6
1050,brick,layer,weak,539.6
50,bean,layer,unrel_strong,568.2
1050,bean,layer,unrel_strong,667.8
50,till,layer,unrel_weak,571.4
1050,till,layer,unrel_weak,545.8
50,chairperson,leader,strong,563.0
1050,chairperson,leader,strong,558.3
50,chief,leader,weak,569.1
1050,chief,leader,weak,578.4
50,precise,leader,unrel_strong,591.4
1050,precise,leader,unrel_strong,512.8
50,aroma,leader,unrel_weak,501.0
1050,aroma,leader,unrel_weak,571.1
50,tree,leaf,strong,564.2
1050,tree,leaf,strong,561.6
50,branch,leaf,weak,542.4
1050,branch,leaf,weak,531.3
50,truthful,leaf,unrel_strong,566.0
1050,truthful,leaf,unrel_strong,535.9
50,downtown,leaf,unrel_weak,691.2
1050,downtown,leaf,unrel_weak,622.2
50,teach,learn,strong,540.2
1050,teach,learn,strong,521.1
50,university,learn,weak,488.3
1050,university,learn,weak,528.3
50,width,learn,unrel_strong,554.2
1050,width,learn,unrel_strong,623.6
50,chop,learn,unrel_weak,542.8
1050,chop,learn,unrel_weak,475.7
50,suede,leather,strong,554.1
1050,suede,leather,strong,511.9
50,boots,leather,weak,533.5
1050,boots,leather,weak,547.0
50,chocolate,leather,unrel_strong,618.4
1050,chocolate,leather,unrel_strong,499.6
50,conversation,leather,unrel_weak,569.2
1050,conversation,leather,unrel_weak,545.2
50,vacate,leave,strong,619.5
1050,vacate,leave,strong,454.7
50,go,leave,weak,535.9
1050,go,leave,weak,561.9
50,trot,leave,unrel_strong,553.4
1050,trot,leave,unrel_strong,517.3
50,knitting,leave,unrel_weak,607.1
1050,knitting,leave,unrel_weak,526.2
50,rake,leaves,strong,501.7
1050,rake,leaves,strong,626.1
50,bush,leaves,weak,647.4
1050,bush,leaves,weak,587.0
50,airport,leaves,unrel_strong,628.8
1050,airport,leaves,unrel_strong,534.3
50,environment,leaves,unrel_weak,582.0
1050,environment,leaves,unrel_weak,514.3
50,balcony,ledge,strong,564.2
1050,balcony,ledge,strong,550.3
50,cliff,ledge,weak,569.6
1050,cliff,ledge,weak,433.6
50,proof,ledge,unrel_strong,567.8
1050,proof,ledge,unrel_strong,517.2
50,rescue,ledge,unrel_weak,573.4
1050,rescue,ledge,unrel_weak,516.2
50,gone,left,strong,541.7
1050,gone,left,strong,527.9
50,margin,left,weak,600.2
1050,margin,left,weak,549.3
50,separate,left,unrel_strong,520.4
1050,separate,left,unrel_strong,492.0
50,pound,left,unrel_weak,510.6
1050,pound,left,unrel_weak,572.8
50,crutch,leg,strong,550.0
1050,crutch,leg,strong,536.8
50,hem,leg,weak,504.1
1050,hem,leg,weak,495.9
50,exhale,leg,unrel_strong,536.5
1050,exhale,leg,unrel_strong,505.2
50,appendage,leg,unrel_weak,552.4
1050,appendage,leg,unrel_weak,483.7
50,myth,legend,strong,513.1
1050,myth,legend,strong,519.2
50,mythology,legend,weak,536.7
1050,mythology,legend,weak,531.2
50,deteriorate,legend,unrel_strong,552.4
1050,deteriorate,legend,unrel_strong,586.2
50,balloon,legend,unrel_weak,558.6
1050,balloon,legend,unrel_weak,506.9
50,knees,legs,strong,587.0
1050,knees,legs,strong,494.5
50,shorts,legs,weak,497.6
1050,shorts,legs,weak,565.0
50,uneven,legs,unrel_strong,530.9
1050,uneven,legs,unrel_strong,549.3
50,substance,legs,unrel_weak,491.5
1050,substance,legs,unrel_weak,559.3
50,lime,lemon,strong,527.5
1050,lime,lemon,strong,556.4
50,sour,lemon,weak,513.6
1050,sour,lemon,weak,502.2
50,tourist,lemon,unrel_strong,524.9
1050,tourist,lemon,unrel_strong,532.5
50,escape,lemon,unrel_weak,553.1
1050,escape,lemon,unrel_weak,542.3
50,borrow,lend,strong,497.0
1050,borrow,lend,strong,539.4
50,owe,lend,weak,571.5
1050,owe,lend,weak,589.8
50,starving,lend,unrel_strong,629.8
1050,starving,lend,unrel_strong,508.8
50,follow,lend,unrel_weak,552.2
1050,follow,lend,unrel_weak,602.2
50,width,length,strong,473.9
1050,width,length,strong,476.9
50,height,length,weak,575.6
1050,height,length,weak,504.2
50,dishes,length,unrel_strong,536.2
1050,dishes,length,unrel_strong,527.0
50,ace,length,unrel_weak,578.4
1050,ace,length,unrel_weak,589.1
50,diminish,lesson,strong,571.7
1050,diminish,lesson,strong,539.5
50,fable,lesson,weak,527.1
1050,fable,lesson,weak,524.3
50,distance,lesson,unrel_strong,544.2
1050,distance,lesson,unrel_strong,500.7
50,stitch,lesson,unrel_weak,546.3
1050,stitch,lesson,unrel_weak,546.6
50,note,letter,strong,508.7
1050,note,letter,strong,648.7
50,word,letter,weak,526.4
1050,word,letter,weak,566.2
50,crazy,letter,unrel_strong,499.3
1050,crazy,letter,unrel_strong,566.9
50,pearl,letter,unrel_weak,522.3
1050,pearl,letter,unrel_weak,495.5
50,alphabet,letters,strong,593.4
1050,alphabet,letters,strong,508.8
50,scrambled,letters,weak,508.5
1050,scrambled,letters,weak,576.6
50,phase,letters,unrel_strong,507.9
1050,phase,letters,unrel_strong,544.4
50,compassion,letters,unrel_weak,512.7
1050,compassion,letters,unrel_weak,544.1
50,salad,lettuce,strong,552.2
1050,salad,lettuce,strong,582.2
50,iceberg,lettuce,weak,561.9
1050,iceberg,lettuce,weak,541.5
50,always,lettuce,unrel_strong,572.8
1050,always,lettuce,unrel_strong,588.9
50,steam,lettuce,unrel_weak,545.7
1050,steam,lettuce,unrel_weak,585.5
50,traitor,liar,strong,503.1
1050,traitor,liar,strong,512.0
50,politician,liar,weak,565.8
1050,politician,liar,weak,515.2
50,apathetic,liar,unrel_strong,571.3
1050,apathetic,liar,unrel_strong,578.0
50,traffic,liar,unrel_weak,546.3
1050,traffic,liar,unrel_weak,545.9
50,statue,liberty,strong,572.4
1050,statue,liberty,strong,520.2
50,bell,liberty,weak,551.2
1050,bell,liberty,weak,655.5
50,further,liberty,unrel_strong,578.6
1050,further,liberty,unrel_strong,662.9
50,platform,liberty,unrel_weak,606.2
1050,platform,liberty,unrel_weak,503.4
50,cover,lid,strong,564.7
1050,cover,lid,strong,516.7
50,stopper,lid,weak,488.0
1050,stopper,lid,weak,535.0
50,case,lid,unrel_strong,531.2
1050,case,lid,unrel_strong,559.0
50,publisher,lid,unrel_weak,562.8
1050,publisher,lid,unrel_weak,551.9
50,slander,lie,strong,528.5
1050,slander,lie,strong,543.6
50,belief,lie,weak,605.1
1050,belief,lie,weak,497.5
50,celebration,lie,unrel_strong,527.0
1050,celebration,lie,unrel_strong,507.9
50,sprinkle,lie,unrel_weak,536.8
1050,sprinkle,lie,unrel_weak,485.6
50,death,life,strong,550.2
1050,death,life,strong,491.9
50,enjoy,life,weak,465.1
1050,enjoy,life,weak,512.1
50,coffee,life,unrel_strong,569.4
1050,coffee,life,unrel_strong,500.1
50,seat,life,unrel_weak,561.4
1050,seat,life,unrel_weak,553.7
50,dim,light,strong,599.1
1050,dim,light,strong,554.9
50,reflect,light,weak,568.5
1050,reflect,light,weak,476.7
50,agree,light,unrel_strong,547.7
1050,agree,light,unrel_strong,563.7
50,adjourn,light,unrel_weak,534.8
1050,adjourn,light,unrel_weak,561.9
50,thunder,lightning,strong,544.8
1050,thunder,lightning,strong,498.4
50,storm,lightning,weak,651.3
1050,storm,lightning,weak,588.2
50,hurt,lightning,unrel_strong,546.3
1050,hurt,lightning,unrel_strong,617.4
50,excellent,lightning,unrel_weak,581.2
1050,excellent,lightning,unrel_weak,478.1
50,attract,like,strong,501.5
1050,attract,like,strong,501.8
50,fancy,like,weak,471.7
1050,fancy,like,weak,559.1
50,sprain,like,unrel_strong,514.5
1050,sprain,like,unrel_strong,549.4
50,pope,like,unrel_weak,566.7
1050,pope,like,unrel_weak,533.3
50,roar,lion,strong,552.5
1050,roar,lion,strong,479.9
50,cougar,lion,weak,561.9
1050,cougar,lion,weak,585.2
50,add,lion,unrel_strong,516.2
1050,add,lion,unrel_strong,507.8
50,vaseline,lion,unrel_weak,580.3
1050,vaseline,lion,unrel_weak,534.9
50,hear,listen,strong,484.9
1050,hear,listen,strong,514.7
50,record,listen,weak,534.8
1050,record,listen,weak,556.2
50,childish,listen,unrel_strong,634.1
1050,childish,listen,unrel_strong,633.2
50,rotten,listen,unrel_weak,575.9
1050,rotten,listen,unrel_weak,521.0
50,survive,live,strong,562.6
1050,survive,live,strong,595.0
50,alive,live,weak,629.8
1050,alive,live,weak,563.1
50,unconscious,live,unrel_strong,567.5
1050,unconscious,live,unrel_strong,508.5
50,virgin,live,unrel_weak,630.5
1050,virgin,live,unrel_weak,567.9
50,unload,load,strong,522.2
1050,unload,load,strong,530.5
50,burden,load,weak,610.5
1050,burden,load,weak,527.9
50,combination,load,unrel_strong,591.9
1050,combination,load,unrel_strong,520.3
50,fit,load,unrel_weak,585.9
1050,fit,load,unrel_weak,471.6
50,crab,lobster,strong,534.7
1050,crab,lobster,strong,494.8
50,shrimp,lobster,weak,605.9
1050,shrimp,lobster,weak,509.6
50,dead,lobster,unrel_strong,549.2
1050,dead,lobster,unrel_strong,513.7
50,graft,lobster,unrel_weak,507.4
1050,graft,lobster,unrel_weak,513.7
50,key,lock,strong,540.2
1050,key,lock,strong,517.9
50,vault,lock,weak,518.1
1050,vault,lock,weak,532.9
50,rationalize,lock,unrel_strong,550.9
1050,rationalize,lock,unrel_strong,485.2
50,bank,lock,unrel_weak,545.2
1050,bank,lock,unrel_weak,531.3
50,cabin,log,strong,471.5
1050,cabin,log,strong,535.5
50,wood,log,weak,553.4
1050,wood,log,weak,526.5
50,reap,log,unrel_strong,585.0
1050,reap,log,unrel_strong,499.1
50,reply,log,unrel_weak,545.3
1050,reply,log,unrel_weak,517.7
50,alone,lonely,strong,543.6
1050,alone,lonely,strong,497.3
50,poor,lonely,weak,531.7
1050,poor,lonely,weak,514.4
50,minutes,lonely,unrel_strong,588.7
1050,minutes,lonely,unrel_strong,538.6
50,row,lonely,unrel_weak,536.7
1050,row,lonely,unrel_weak,423.7
50,lasting,long,strong,488.5
1050,lasting,long,strong,501.1
50,hours,long,weak,573.2
1050,hours,long,weak,660.3
50,wait,long,unrel_strong,501.6
1050,wait,long,unrel_strong,500.8
50,through,long,unrel_weak,512.2
1050,through,long,unrel_weak,498.6
50,glance,look,strong,545.0
1050,glance,look,strong,484.4
50,perceive,look,weak,495.5
1050,perceive,look,weak,580.0
50,characteristic,look,unrel_strong,532.0
1050,characteristic,look,unrel_strong,514.8
50,critical,look,unrel_weak,547.2
1050,critical,look,unrel_weak,482.1
50,appearance,looks,strong,496.5
1050,appearance,looks,strong,515.1
50,appeal,looks,weak,467.5
1050,appeal,looks,weak,520.8
50,floor,looks,unrel_strong,547.4
1050,floor,looks,unrel_strong,550.5
50,hug,looks,unrel_weak,545.0
1050,hug,looks,unrel_weak,500.9
50,tight,loose,strong,513.8
1050,tight,loose,strong,524.6
50,replace,loose,weak,715.7
1050,replace,loose,weak,501.0
50,associate,loose,unrel_strong,555.2
1050,associate,loose,unrel_strong,553.0
50,lenient,loose,unrel_weak,611.6
1050,lenient,loose,unrel_weak,564.2
50,win,lose,strong,571.9
1050,win,lose,strong,604.8
50,forget,lose,weak,668.5
1050,forget,lose,weak,505.6
50,outdoors,lose,unrel_strong,605.9
1050,outdoors,lose,unrel_strong,508.9
50,shop,lose,unrel_weak,707.6
1050,shop,lose,unrel_weak,613.6
50,winner,loser,strong,570.1
1050,winner,loser,strong,551.8
50,victor,loser,weak,625.6
1050,victor,loser,weak,592.2
50,torch,loser,unrel_strong,715.8
1050,torch,loser,unrel_strong,551.4
50,vent,loser,unrel_weak,600.8
1050,vent,loser,unrel_weak,504.1
50,confusion,lost,strong,548.4
1050,confusion,lost,strong,547.0
50,maze,lost,weak,497.1
1050,maze,lost,weak,533.0
50,perform,lost,unrel_strong,548.3
1050,perform,lost,unrel_strong,510.2
50,religious,lost,unrel_weak,505.6
1050,religious,lost,unrel_weak,490.3
50,abundance,lots,strong,518.4
1050,abundance,lots,strong,529.8
50,ton,lots,weak,517.8
1050,ton,lots,weak,538.9
50,dew,lots,unrel_strong,513.6
1050,dew,lots,unrel_strong,505.6
50,elevator,lots,unrel_weak,611.2
1050,elevator,lots,unrel_weak,504.7
50,noisy,loud,strong,504.3
1050,noisy,loud,strong,511.2
50,microphone,loud,weak,544.0
1050,microphone,loud,weak,491.0
50,teach,loud,unrel_strong,511.9
1050,teach,loud,unrel_strong,480.7
50,committee,loud,unrel_weak,559.4
1050,committee,loud,unrel_weak,522.2
50,caring,loving,strong,550.1
1050,caring,loving,strong,484.2
50,gentle,loving,weak,508.7
1050,gentle,loving,weak,479.2
50,region,loving,unrel_strong,531.2
1050,region,loving,unrel_strong,634.0
50,option,loving,unrel_weak,488.5
1050,option,loving,unrel_weak,533.2
50,high,low,strong,488.9
1050,high,low,strong,480.0
50,minimum,low,weak,521.9
1050,minimum,low,weak,532.4
50,beg,low,unrel_strong,575.6
1050,beg,low,unrel_strong,476.5
50,belief,low,unrel_weak,536.1
1050,belief,low,unrel_weak,480.3
50,chance,luck,strong,502.0
1050,chance,luck,strong,525.9
50,rich,luck,weak,483.9
1050,rich,luck,weak,566.1
50,polish,luck,unrel_strong,547.7
1050,polish,luck,unrel_strong,512.2
50,industry,luck,unrel_weak,526.2
1050,industry,luck,unrel_weak,580.5
50,baggage,luggage,strong,572.3
1050,baggage,luggage,strong,521.1
50,suitcase,luggage,weak,526.3
1050,suitcase,luggage,weak,502.3
50,sandpaper,luggage,unrel_strong,592.3
1050,sandpaper,luggage,unrel_strong,546.9
50,broken,luggage,unrel_weak,580.7
1050,broken,luggage,unrel_weak,536.0
50,noon,lunch,strong,577.1
1050,noon,lunch,strong,524.6
50,picnic,lunch,weak,575.2
1050,picnic,lunch,weak,499.9
50,weather,lunch,unrel_strong,517.9
1050,weather,lunch,unrel_strong,463.3
50,data,lunch,unrel_weak,560.8
1050,data,lunch,unrel_weak,546.9
50,pissed,mad,strong,488.5
1050,pissed,mad,strong,513.4
50,insane,mad,weak,514.2
1050,insane,mad,weak,566.6
50,throne,mad,unrel_strong,513.7
1050,throne,mad,unrel_strong,546.3
50,soot,mad,unrel_weak,516.5
1050,soot,mad,unrel_weak,538.1
50,magician,magic,strong,561.8
1050,magician,magic,strong,444.1
50,spell,magic,weak,553.0
1050,spell,magic,weak,500.8
50,promise,magic,unrel_strong,545.8
1050,promise,magic,unrel_strong,528.9
50,cob,magic,unrel_weak,555.7
1050,cob,magic,unrel_weak,559.6
50,cleaner,maid,strong,511.1
1050,cleaner,maid,strong,524.1
50,apron,maid,weak,593.3
1050,apron,maid,weak,526.3
50,secure,maid,unrel_strong,599.7
1050,secure,maid,unrel_strong,537.7
50,giving,maid,unrel_weak,563.0
1050,giving,maid,unrel_weak,526.0
50,mailman,mail,strong,574.3
1050,mailman,mail,strong,490.9
50,package,mail,weak,546.1
1050,package,mail,weak,591.3
50,threshold,mail,unrel_strong,539.8
1050,threshold,mail,unrel_strong,581.0
50,arrive,mail,unrel_weak,564.0
1050,arrive,mail,unrel_weak,516.3
50,minor,major,strong,558.0
1050,minor,major,strong,516.1
50,important,major,weak,550.7
1050,important,major,weak,531.9
50,fury,major,unrel_strong,541.6
1050,fury,major,unrel_strong,619.0
50,mailbox,major,unrel_weak,571.2
1050,mailbox,major,unrel_weak,517.2
50,create,make,strong,518.6
1050,create,make,strong,564.9
50,creation,make,weak,509.1
1050,creation,make,weak,526.2
50,labyrinth,make,unrel_strong,594.8
1050,labyrinth,make,unrel_strong,524.9
50,ram,make,unrel_weak,525.8
1050,ram,make,unrel_weak,490.1
50,manufacturer,maker,strong,545.3
1050,manufacturer,maker,strong,489.2
50,producer,maker,weak,542.8
1050,producer,maker,weak,561.7
50,arrow,maker,unrel_strong,657.6
1050,arrow,maker,unrel_strong,509.8
50,average,maker,unrel_weak,519.1
1050,average,maker,unrel_weak,548.0
50,female,male,strong,506.0
1050,female,male,strong,573.2
50,dominant,male,weak,484.0
1050,dominant,male,weak,485.5
50,mother,male,unrel_strong,548.0
1050,mother,male,unrel_strong,532.1
50,brush,male,unrel_weak,600.0
1050,brush,male,unrel_weak,512.1
50,plaza,mall,strong,577.3
1050,plaza,mall,strong,522.0
50,purchase,mall,weak,547.9
1050,purchase,mall,weak,530.5
50,crocodile,mall,unrel_strong,542.3
1050,crocodile,mall,unrel_strong,581.0
50,digger,mall,unrel_weak,535.9
1050,digger,mall,unrel_weak,596.7
50,mister,man,strong,635.5
1050,mister,man,strong,531.9
50,male,man,weak,510.4
1050,male,man,weak,560.4
50,jump,man,unrel_strong,520.9
1050,jump,man,unrel_strong,550.3
50,restaurant,man,unrel_weak,516.3
1050,restaurant,man,unrel_weak,515.9
50,etiquette,manners,strong,532.3
1050,etiquette,manners,strong,574.3
50,decency,manners,weak,570.1
1050,decency,manners,weak,570.4
50,friday,manners,unrel_strong,533.8
1050,friday,manners,unrel_strong,522.9
50,erode,manners,unrel_weak,590.1
1050,erode,manners,unrel_weak,562.7
50,variety,many,strong,569.3
1050,variety,many,strong,573.8
50,much,many,weak,490.4
1050,much,many,weak,590.4
50,dirt,many,unrel_strong,544.2
1050,dirt,many,unrel_strong,549.8
50,owe,many,unrel_weak,558.5
1050,owe,many,unrel_weak,547.3
50,atlas,map,strong,502.7
1050,atlas,map,strong,556.6
50,almanac,map,weak,561.6
1050,almanac,map,weak,518.5
50,delinquent,map,unrel_strong,542.0
1050,delinquent,map,unrel_strong,515.6
50,decency,map,unrel_weak,530.9
1050,decency,map,unrel_weak,579.2
50,highlight,marker,strong,566.7
1050,highlight,marker,strong,537.3
50,channel,marker,weak,515.8
1050,channel,marker,weak,540.2
50,bashful,marker,unrel_strong,658.7
1050,bashful,marker,unrel_strong,533.3
50,pledge,marker,unrel_weak,572.4
1050,pledge,marker,unrel_weak,618.8
50,stock,market,strong,517.4
1050,stock,market,strong,527.1
50,flea,market,weak,515.8
1050,flea,market,weak,588.2
50,compute,market,unrel_strong,537.9
1050,compute,market,unrel_strong,535.2
50,handsome,market,unrel_weak,489.5
1050,handsome,market,unrel_weak,581.0
50,threshold,marriage,strong,589.0
1050,threshold,marriage,strong,561.1
50,announce,marriage,weak,542.1
1050,announce,marriage,weak,574.7
50,prisoner,marriage,unrel_strong,513.8
1050,prisoner,marriage,unrel_strong,575.8
50,ribs,marriage,unrel_weak,548.5
1050,ribs,marriage,unrel_weak,619.6
50,single,marry,strong,534.7
1050,single,marry,strong,515.0
50,wife,marry,weak,519.5
1050,wife,marry,weak,551.3
50,soil,marry,unrel_strong,595.1
1050,soil,marry,unrel_strong,536.9
50,forehead,marry,unrel_weak,586.6
1050,forehead,marry,unrel_weak,521.8
50,rub,massage,strong,635.2
1050,rub,massage,strong,572.2
50,therapy,massage,weak,535.9
1050,therapy,massage,weak,702.0
50,grease,massage,unrel_strong,651.3
1050,grease,massage,unrel_strong,654.1
50,goat,massage,unrel_weak,610.5
1050,goat,massage,unrel_weak,614.3
50,cloth,material,strong,550.2
1050,cloth,material,strong,578.7
50,fabric,material,weak,583.7
1050,fabric,material,weak,579.0
50,fame,material,unrel_strong,629.2
1050,fame,material,unrel_strong,627.6
50,bolt,material,unrel_weak,609.8
1050,bolt,material,unrel_weak,544.4
50,calculator,math,strong,531.4
1050,calculator,math,strong,546.7
50,integrate,math,weak,602.6
1050,integrate,math,weak,510.7
50,embarrass,math,unrel_strong,587.2
1050,embarrass,math,unrel_strong,489.4
50,achieve,math,unrel_weak,544.7
1050,achieve,math,unrel_weak,477.2
50,might,maybe,strong,552.2
1050,might,maybe,strong,593.8
50,unsure,maybe,weak,512.9
1050,unsure,maybe,weak,459.1
50,dynamite,maybe,unrel_strong,534.1
1050,dynamite,maybe,unrel_strong,494.0
50,flap,maybe,unrel_weak,524.4
1050,flap,maybe,unrel_weak,503.8
50,labyrinth,maze,strong,566.5
1050,labyrinth,maze,strong,507.5
50,pattern,maze,weak,521.1
1050,pattern,maze,weak,516.7
50,cobra,maze,unrel_strong,567.8
1050,cobra,maze,unrel_strong,540.4
50,luck,maze,unrel_weak,551.3
1050,luck,maze,unrel_weak,581.1
50,self,me,strong,525.2
1050,self,me,strong,515.5
50,super,me,weak,547.0
1050,super,me,weak,489.6
50,beauty,me,unrel_strong,606.3
1050,beauty,me,unrel_strong,578.4
50,patient,me,unrel_weak,515.5
1050,patient,me,unrel_weak,553.2
50,harsh,mean,strong,492.2
1050,harsh,mean,strong,521.1
50,ignore,mean,weak,607.1
1050,ignore,mean,weak,518.2
50,igloo,mean,unrel_strong,581.7
1050,igloo,mean,unrel_strong,574.2
50,worship,mean,unrel_weak,557.7
1050,worship,mean,unrel_weak,514.3
50,definition,meaning,strong,548.3
1050,definition,meaning,strong,682.9
50,essence,meaning,weak,667.1
1050,essence,meaning,weak,524.9
50,gun,meaning,unrel_strong,555.7
1050,gun,meaning,unrel_strong,547.6
50,league,meaning,unrel_weak,531.8
1050,league,meaning,unrel_weak,540.3
50,raw,meat,strong,561.5
1050,raw,meat,strong,660.6
50,bologna,meat,weak,597.2
1050,bologna,meat,weak,515.3
50,chip,meat,unrel_strong,510.1
1050,chip,meat,unrel_strong,600.0
50,barrel,meat,unrel_weak,615.9
1050,barrel,meat,unrel_weak,505.7
50,ointment,medicine,strong,627.0
1050,ointment,medicine,strong,525.5
50,excedrin,medicine,weak,604.7
1050,excedrin,medicine,weak,638.7
50,nylon,medicine,unrel_strong,568.8
1050,nylon,medicine,unrel_strong,512.0
50,swamp,medicine,unrel_weak,531.8
1050,swamp,medicine,unrel_weak,571.3
50,introduce,meet,strong,535.5
1050,introduce,meet,strong,588.5
50,greet,meet,weak,528.8
1050,greet,meet,weak,636.5
50,six,meet,unrel_strong,538.6
1050,six,meet,unrel_strong,558.8
50,doe,meet,unrel_weak,596.6
1050,doe,meet,unrel_weak,536.6
50,conference,meeting,strong,622.0
1050,conference,meeting,strong,661.0
50,gathering,meeting,weak,570.5
1050,gathering,meeting,weak,516.7
50,rum,meeting,unrel_strong,534.8
1050,rum,meeting,unrel_strong,610.7
50,refrigerator,meeting,unrel_weak,554.7
1050,refrigerator,meeting,unrel_weak,535.8
50,women,men,strong,538.8
1050,women,men,strong,510.4
50,marines,men,weak,569.3
1050,marines,men,weak,470.8
50,guitar,men,unrel_strong,507.3
1050,guitar,men,unrel_strong,532.6
50,subtract,men,unrel_weak,520.4
1050,subtract,men,unrel_weak,652.4
50,slob,messy,strong,518.4
1050,slob,messy,strong,525.4
50,careless,messy,weak,501.4
1050,careless,messy,weak,542.4
50,quantity,messy,unrel_strong,579.2
1050,quantity,messy,unrel_strong,533.2
50,today,messy,unrel_weak,518.8
1050,today,messy,unrel_weak,520.8
50,steel,metal,strong,584.9
1050,steel,metal,strong,641.0
50,grate,metal,weak,580.8
1050,grate,metal,weak,582.4
50,subtraction,metal,unrel_strong,541.9
1050,subtraction,metal,unrel_strong,517.2
50,clerk,metal,unrel_weak,552.8
1050,clerk,metal,unrel_weak,489.8
50,center,middle,strong,504.5
1050,center,middle,strong,529.8
50,core,middle,weak,579.2
1050,core,middle,weak,518.0
50,summer,middle,unrel_strong,496.3
1050,summer,middle,unrel_strong,476.6
50,harmony,middle,unrel_weak,544.9
1050,harmony,middle,unrel_weak,635.2
50,kilometer,mile,strong,570.7
1050,kilometer,mile,strong,497.6
50,yard,mile,weak,566.7
1050,yard,mile,weak,521.1
50,believe,mile,unrel_strong,526.6
1050,believe,mile,unrel_strong,525.8
50,scrap,mile,unrel_weak,619.8
1050,scrap,mile,unrel_weak,542.0
50,psychology,mind,strong,538.5
1050,psychology,mind,strong,520.6
50,creative,mind,weak,529.9
1050,creative,mind,weak,499.8
50,vacate,mind,unrel_strong,506.7
1050,vacate,mind,unrel_strong,578.3
50,unclear,mind,unrel_weak,490.8
1050,unclear,mind,unrel_weak,534.9
50,own,mine,strong,606.6
1050,own,mine,strong,567.7
50,belong,mine,weak,509.2
1050,belong,mine,weak,503.2
50,create,mine,unrel_strong,496.2
1050,create,mine,unrel_strong,509.7
50,channel,mine,unrel_weak,563.9
1050,channel,mine,unrel_weak,510.2
50,maximum,minimum,strong,578.4
